d13C,d18O,foram_species,depth_mcd,age_ka
0.18,2.92,CWUE,154.971000,5029.13000
0.47,2.75,CWUE,155.001000,5030.01000
0.91,2.60,CWUE,155.072000,5032.08000
0.81,2.51,CWUE,155.102000,5032.96000
1.30,3.14,CWUE,155.172000,5035.03000
0.78,2.54,CWUE,155.203000,5035.91000
0.83,2.81,CKULL,155.273000,5037.97000
,2.61,OUMB,155.304000,5038.86000
,2.61,GORB,155.374000,5040.92000
,2.48,OUMB,155.576000,5046.82000
0.64,2.82,CWUE,155.677000,5049.77000
0.83,3.00,CWUE,155.858000,5055.08000
0.82,2.47,CWUE,155.889000,5055.96000
,3.11,OUMB,155.980000,5058.62000
0.92,2.58,CKULL,156.067000,5061.17000
0.81,2.78,CWUE,156.143000,5063.38000
